seed,total_nodes,n_clusters,entropy,GCSQ_NMI,GCSQ_Modularity,PAM_NMI,PAM_Modularity,DIANA_NMI,DIANA_Modularity,KMeans_NMI,KMeans_Modularity,Hier_NMI,Hier_Modularity,Spectral_NMI,Spectral_Modularity
111,10,5,0.0,1.0,0.3442381294963368,0.807089416249027,0.1318074862074562,1.0,0.3442381294963368,0.6825081036335909,0.0325088652463211,0.807089416249027,0.1287135273421618,0.6825081036335909,0.0172275652947396
111,10,10,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
111,20,5,0.0,1.0,0.6500916537975102,0.2797677948390012,0.0086392308235315,1.0,0.6500916537975102,0.421486347880149,0.058018480513349,0.430983702543106,0.0688847852107887,0.4214863478801491,0.0576760520460563
111,20,10,0.0,1.0,0.3008573140602558,0.6761065360782476,-0.0090645236438518,1.0,0.3008573140602558,0.7127972942572092,0.0096429970515458,0.653735280691561,-0.0075527930820914,0.7041645264754913,0.0101143806106734
111,20,15,0.0,1.0,0.0878536715909155,0.9483393274571216,0.0340889562669535,1.0,0.0878536715909155,0.8107568499178791,-0.027524737764242,0.8540397504551149,-0.0037804953811824,0.8811828050924646,-0.000170741659316
111,20,20,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
111,30,5,0.0,1.0,0.7337225405281608,0.1850246558593464,0.064766804212861,1.0,0.7337225405281608,0.3620660115666186,0.1157090622955445,0.365887231250248,0.1002956928932423,0.3802359307607393,0.1372053702177048
111,30,10,0.0,1.0,0.4799807807141103,0.4158431046763338,-0.0164385407603854,1.0,0.4799807807141103,0.5670644061950257,0.0440803242061193,0.5670644061950257,0.0306720780820906,0.6196654000358408,0.055552316054265
111,30,15,0.0,1.0,0.2785847894298864,0.614960804240589,-0.0318714576770613,1.0,0.2785847894298864,0.7111003436221955,0.0074993077742984,0.7183509660136829,0.0103025881208005,0.6859071912415867,-0.0048444196413829
111,30,20,0.0,1.0,0.1256928637902353,0.8795200416768701,0.0198553734870298,1.0,0.1256928637902353,0.8379656720723989,0.0057095592151719,0.8051539659404315,-0.0013395466338698,0.8013256299452499,-0.0049903854446748
111,40,5,0.0,1.0,0.8058823088164254,0.14985851346539,0.1096799513279866,1.0,0.8058823088164254,0.319699743450117,0.1437886570667988,0.3255242393422103,0.152540712833768,0.3297484779204976,0.1625429038317451
111,40,10,0.0,1.0,0.5894159678274267,0.3348198010656323,0.0161456724949052,1.0,0.5894159678274267,0.4699262751252382,0.0446686278713681,0.4179277061667612,0.0260160184010161,0.5858651538555705,0.1171010267722266
111,40,15,0.0,1.0,0.4159288512340324,0.5121497218559333,0.0052354824001241,1.0,0.4159288512340324,0.596755313037769,0.0209862254602571,0.6022333380872283,0.0179628019853949,0.5656387431663351,0.0073393779337645
111,40,20,0.0,1.0,0.2629404042749909,0.6622900580756512,-0.0161363510920534,1.0,0.2629404042749909,0.6807098372977236,-0.0024038284930199,0.6785782794781247,-0.0021833399038356,0.703273059100026,0.0053858028029191
111,50,5,0.0,1.0,0.8367847384416682,0.1323808892352212,0.1323092959042521,1.0,0.8367847384416682,0.2882854842721351,0.1892229210915485,0.3047227715532524,0.2122336107381117,0.2872219444044219,0.1590525707919456
